checkpoint,config,error,mode,reference_next_token_id,status,task_key,total_tokens
16384,patternkv_paper,"CUDA out of memory. Tried to allocate 3.94 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.31 GiB is free. Including non-PyTorch memory, this process has 22.22 GiB memory in use. Of the allocated memory 19.50 GiB is allocated by PyTorch, and 2.41 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",static,,oom,aime24:p15:s1:seed15043,
128,patternkv_paper,,pseudo,77933,ok,aime24:p16:s0:seed16042,202
128,patternkv_paper,,static,77933,ok,aime24:p16:s0:seed16042,202
512,patternkv_paper,,pseudo,387,ok,aime24:p16:s0:seed16042,586
512,patternkv_paper,,static,387,ok,aime24:p16:s0:seed16042,586
1024,patternkv_paper,,pseudo,430,ok,aime24:p16:s0:seed16042,1098
1024,patternkv_paper,,static,430,ok,aime24:p16:s0:seed16042,1098
2048,patternkv_paper,,pseudo,16,ok,aime24:p16:s0:seed16042,2122
2048,patternkv_paper,,static,16,ok,aime24:p16:s0:seed16042,2122
4096,patternkv_paper,,pseudo,44301,ok,aime24:p16:s0:seed16042,4170
4096,patternkv_paper,,static,44301,ok,aime24:p16:s0:seed16042,4170
8192,patternkv_paper,,pseudo,5738,ok,aime24:p16:s0:seed16042,8266
8192,patternkv_paper,"CUDA out of memory. Tried to allocate 3.95 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.37 GiB is free. Including non-PyTorch memory, this process has 20.16 GiB memory in use. Of the allocated memory 19.22 GiB is allocated by PyTorch, and 647.82 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",static,,oom,aime24:p16:s0:seed16042,
128,patternkv_paper,,pseudo,570,ok,aime24:p11:s0:seed11042,203
128,patternkv_paper,,static,570,ok,aime24:p11:s0:seed11042,203
512,patternkv_paper,,pseudo,6041,ok,aime24:p11:s0:seed11042,587
512,patternkv_paper,,static,6041,ok,aime24:p11:s0:seed11042,587
1024,patternkv_paper,,pseudo,284,ok,aime24:p11:s0:seed11042,1099
1024,patternkv_paper,,static,284,ok,aime24:p11:s0:seed11042,1099
2048,patternkv_paper,,pseudo,432,ok,aime24:p11:s0:seed11042,2123
2048,patternkv_paper,,static,432,ok,aime24:p11:s0:seed11042,2123
4096,patternkv_paper,,pseudo,432,ok,aime24:p11:s0:seed11042,4171
4096,patternkv_paper,,static,432,ok,aime24:p11:s0:seed11042,4171
128,patternkv_paper,,pseudo,7429,ok,aime24:p12:s1:seed12043,192
128,patternkv_paper,,static,7429,ok,aime24:p12:s1:seed12043,192
512,patternkv_paper,,pseudo,489,ok,aime24:p12:s1:seed12043,576
512,patternkv_paper,,static,489,ok,aime24:p12:s1:seed12043,576
1024,patternkv_paper,,pseudo,11,ok,aime24:p12:s1:seed12043,1088
1024,patternkv_paper,,static,11,ok,aime24:p12:s1:seed12043,1088
2048,patternkv_paper,,pseudo,89290,ok,aime24:p12:s1:seed12043,2112
2048,patternkv_paper,,static,89290,ok,aime24:p12:s1:seed12043,2112
4096,patternkv_paper,,pseudo,220,ok,aime24:p12:s1:seed12043,4160
4096,patternkv_paper,,static,220,ok,aime24:p12:s1:seed12043,4160
128,patternkv_paper,,pseudo,512,ok,aime24:p6:s0:seed6042,245
128,patternkv_paper,,static,512,ok,aime24:p6:s0:seed6042,245
512,patternkv_paper,,pseudo,284,ok,aime24:p6:s0:seed6042,629
512,patternkv_paper,,static,284,ok,aime24:p6:s0:seed6042,629
1024,patternkv_paper,,pseudo,1473,ok,aime24:p6:s0:seed6042,1141
1024,patternkv_paper,,static,1473,ok,aime24:p6:s0:seed6042,1141
2048,patternkv_paper,,pseudo,284,ok,aime24:p6:s0:seed6042,2165
2048,patternkv_paper,,static,284,ok,aime24:p6:s0:seed6042,2165
4096,patternkv_paper,,pseudo,49438,ok,aime24:p6:s0:seed6042,4213
4096,patternkv_paper,,static,49438,ok,aime24:p6:s0:seed6042,4213
128,patternkv_paper,,pseudo,16168,ok,aime24:p6:s1:seed6043,245
128,patternkv_paper,,static,16168,ok,aime24:p6:s1:seed6043,245
512,patternkv_paper,,pseudo,13,ok,aime24:p6:s1:seed6043,629
512,patternkv_paper,,static,13,ok,aime24:p6:s1:seed6043,629
1024,patternkv_paper,,pseudo,304,ok,aime24:p6:s1:seed6043,1141
1024,patternkv_paper,,static,304,ok,aime24:p6:s1:seed6043,1141
2048,patternkv_paper,,pseudo,27986,ok,aime24:p6:s1:seed6043,2165
2048,patternkv_paper,,static,27986,ok,aime24:p6:s1:seed6043,2165
4096,patternkv_paper,,pseudo,44223,ok,aime24:p6:s1:seed6043,4213
4096,patternkv_paper,,static,44223,ok,aime24:p6:s1:seed6043,4213
8192,patternkv_paper,,pseudo,505,ok,aime24:p6:s1:seed6043,8309
8192,patternkv_paper,"CUDA out of memory. Tried to allocate 3.97 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.39 GiB is free. Including non-PyTorch memory, this process has 20.15 GiB memory in use. Of the allocated memory 19.25 GiB is allocated by PyTorch, and 604.03 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",static,,oom,aime24:p6:s1:seed6043,
128,patternkv_paper,,pseudo,21701,ok,aime24:p0:s0:seed42,282
128,patternkv_paper,,static,21701,ok,aime24:p0:s0:seed42,282
512,patternkv_paper,,pseudo,3878,ok,aime24:p0:s0:seed42,666
512,patternkv_paper,,static,3878,ok,aime24:p0:s0:seed42,666
1024,patternkv_paper,,pseudo,4520,ok,aime24:p0:s0:seed42,1178
1024,patternkv_paper,,static,4520,ok,aime24:p0:s0:seed42,1178
2048,patternkv_paper,,pseudo,13,ok,aime24:p0:s0:seed42,2202
2048,patternkv_paper,,static,13,ok,aime24:p0:s0:seed42,2202
4096,patternkv_paper,,pseudo,13437,ok,aime24:p0:s0:seed42,4250
4096,patternkv_paper,,static,13437,ok,aime24:p0:s0:seed42,4250
128,patternkv_paper,,pseudo,584,ok,aime24:p11:s1:seed11043,203
128,patternkv_paper,,static,584,ok,aime24:p11:s1:seed11043,203
512,patternkv_paper,,pseudo,304,ok,aime24:p11:s1:seed11043,587
512,patternkv_paper,,static,304,ok,aime24:p11:s1:seed11043,587
1024,patternkv_paper,,pseudo,584,ok,aime24:p11:s1:seed11043,1099
1024,patternkv_paper,,static,584,ok,aime24:p11:s1:seed11043,1099
2048,patternkv_paper,,pseudo,17168,ok,aime24:p11:s1:seed11043,2123
2048,patternkv_paper,,static,17168,ok,aime24:p11:s1:seed11043,2123
4096,patternkv_paper,,pseudo,433,ok,aime24:p11:s1:seed11043,4171
4096,patternkv_paper,,static,433,ok,aime24:p11:s1:seed11043,4171
128,patternkv_paper,,pseudo,13,ok,aime24:p15:s0:seed15042,248
128,patternkv_paper,,static,13,ok,aime24:p15:s0:seed15042,248
512,patternkv_paper,,pseudo,4071,ok,aime24:p15:s0:seed15042,632
512,patternkv_paper,,static,4071,ok,aime24:p15:s0:seed15042,632
1024,patternkv_paper,,pseudo,1473,ok,aime24:p15:s0:seed15042,1144
1024,patternkv_paper,,static,1473,ok,aime24:p15:s0:seed15042,1144
2048,patternkv_paper,,pseudo,19635,ok,aime24:p15:s0:seed15042,2168
2048,patternkv_paper,,static,19635,ok,aime24:p15:s0:seed15042,2168
4096,patternkv_paper,,pseudo,765,ok,aime24:p15:s0:seed15042,4216
4096,patternkv_paper,,static,765,ok,aime24:p15:s0:seed15042,4216
8192,patternkv_paper,,pseudo,33,ok,aime24:p15:s0:seed15042,8312
8192,patternkv_paper,"CUDA out of memory. Tried to allocate 3.97 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.38 GiB is free. Including non-PyTorch memory, this process has 20.15 GiB memory in use. Of the allocated memory 19.25 GiB is allocated by PyTorch, and 604.36 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",static,,oom,aime24:p15:s0:seed15042,
128,patternkv_paper,,pseudo,1695,ok,aime24:p17:s0:seed17042,230
128,patternkv_paper,,static,1695,ok,aime24:p17:s0:seed17042,230
512,patternkv_paper,,pseudo,17,ok,aime24:p17:s0:seed17042,614
512,patternkv_paper,,static,17,ok,aime24:p17:s0:seed17042,614
1024,patternkv_paper,,pseudo,21,ok,aime24:p17:s0:seed17042,1126
1024,patternkv_paper,,static,21,ok,aime24:p17:s0:seed17042,1126
2048,patternkv_paper,,pseudo,64,ok,aime24:p17:s0:seed17042,2150
2048,patternkv_paper,,static,64,ok,aime24:p17:s0:seed17042,2150
4096,patternkv_paper,,pseudo,11281,ok,aime24:p17:s0:seed17042,4198
4096,patternkv_paper,,static,11281,ok,aime24:p17:s0:seed17042,4198
8192,patternkv_paper,,pseudo,4516,ok,aime24:p17:s0:seed17042,8294
8192,patternkv_paper,"CUDA out of memory. Tried to allocate 3.96 GiB. GPU 0 has a total capacity of 23.56 GiB of which 3.38 GiB is free. Including non-PyTorch memory, this process has 20.15 GiB memory in use. Of the allocated memory 19.24 GiB is allocated by PyTorch, and 613.53 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",static,,oom,aime24:p17:s0:seed17042,
